hasName,hasLocation,hasAddress,hasLandmark,latitude,longitude,hasPrice,hasPhone,hasService
Carnival Cinemas,Mumbai,"Plot No 1, Oyo Town House, Ram Mandir Road, Goregaon West, Mumbai - 400062, Off S V Road",Off S V Road,3.8282,781.6743738,1243,8959769818,Cinema Hall
Carnival Cinemas (Annex Mal..,Mumbai,"Annex Mall, 2nd Floor, Western Express Highway, Borivali East, Mumbai - 400066, Near Prithvi Enclave, Opposite Sai Dham Temple","Enclave, Opposite Sai Dham Temple",87.672,22.05671557,1102,9572641711,Cinema Hall
PVR Cinemas (High Street Ph..,Mumbai,"High Street Phoenix, Senapati Bapat Marg, Lower Parel, Mumbai - 400013, Above Big Bazaar, Near Raghuvanshi Mills",Near Raghuvanshi Mills,6.1034,306.201364,1818,8641195854,Cinema Hall
INOX Cinemas (Raghuleela Me..,Mumbai,"2nd Floor, Raghuleela Mega Mall, Kandivali West, Mumbai - 400067, Behind Poisar Bus Depot, Off S V Road",,79.7209,290.5546027,905,752389578,Cinema Hall
Mukta A2 Cinemas,Mumbai,"MG Road, Vile Parle East, Mumbai - 400057, Opposite Shaan Cinema",,75.0978,207.1020759,1959,6615159728,Cinema Hall
Miraj Cinemas,Mumbai,"Sri Swastik Mega City, Sri Prastha Complex, Zero Road, Nalasopara West, Palghar - 401203, Opposite Poonam Complex",Opposite Poonam Complex,58.5647,987.6315836,1862,2811783665,Cinema Hall
Cinemax Cinemas (Infiniti M..,Mumbai,"Infiniti Mall, 3rd Floor, Survey No 504, Link Road, Malad West, Mumbai - 400064, Near Goregaon Sports Complex",Near Goregaon Sports Complex,4.9196,811.2702134,891,206699461,Cinema Hall
Sterling Cineplex,Mumbai,"Murzaban Road No 65, Fort, Mumbai - 400001, Opposite VT Station, Near New Empire Cinema",,51.0742,969.2739608,764,7654316728,Cinema Hall
Cinepolis Cinema (Fun Repub..,Mumbai,"Fun Republic Mall, 1st Floor, Plot No 844/4, Shah Industrial Estate, New Link Road, Andheri West, Mumbai - 400053, Opposite Laxmi Industrial Estate","Link Road, Andheri West, Mumbai - 400053, Opposite Laxmi Industrial Estate",88.4981,278.4417525,1770,8606842633,Cinema Hall
INOX Cinemas (Thakur Mall),Mumbai,"3rd Floor, Thakur Mall, Dahisar, Mumbai - 400068, Near Dahisar Checknaka, Opposite Hotel Sun Shine Inn",Shine Inn,20.1873,556.3387786,1970,6150969083,Cinema Hall
Carnival Cinemas,Mumbai,"Plot No 1, Oyo Town House, Ram Mandir Road, Goregaon West, Mumbai - 400062, Off S V Road",Off S V Road,70.7908,974.5352937,1360,1849260606,Cinema Hall
Carnival Cinemas (Annex Mal..,Mumbai,"Annex Mall, 2nd Floor, Western Express Highway, Borivali East, Mumbai - 400066, Near Prithvi Enclave, Opposite Sai Dham Temple","Enclave, Opposite Sai Dham Temple",13.2731,959.9614556,1539,6259871882,Cinema Hall
PVR Cinemas (High Street Ph..,Mumbai,"High Street Phoenix, Senapati Bapat Marg, Lower Parel, Mumbai - 400013, Above Big Bazaar, Near Raghuvanshi Mills",Near Raghuvanshi Mills,85.4759,236.560689,953,1597285656,Cinema Hall
INOX Cinemas (Raghuleela Me..,Mumbai,"2nd Floor, Raghuleela Mega Mall, Kandivali West, Mumbai - 400067, Behind Poisar Bus Depot, Off S V Road",,55.276,893.6074248,1004,4749879047,Cinema Hall
Mukta A2 Cinemas,Mumbai,"MG Road, Vile Parle East, Mumbai - 400057, Opposite Shaan Cinema",,77.5752,673.7908845,655,9781151735,Cinema Hall
Miraj Cinemas,Mumbai,"Sri Swastik Mega City, Sri Prastha Complex, Zero Road, Nalasopara West, Palghar - 401203, Opposite Poonam Complex",Opposite Poonam Complex,0.4234,601.7951157,709,1708639975,Cinema Hall
Cinemax Cinemas (Infiniti M..,Mumbai,"Infiniti Mall, 3rd Floor, Survey No 504, Link Road, Malad West, Mumbai - 400064, Near Goregaon Sports Complex",Near Goregaon Sports Complex,25.0418,176.0142378,1382,7987531346,Cinema Hall
Sterling Cineplex,Mumbai,"Murzaban Road No 65, Fort, Mumbai - 400001, Opposite VT Station, Near New Empire Cinema",,25.3646,155.5720204,1680,4207661163,Cinema Hall
INOX Cinemas (Raghuleela Ma..,Mumbai,"Raghuleela Mall, 3rd Floor, Vashi, Navi Mumbai - 400703, Opposite Vashi Railway Station",,62.0729,69.8779183,988,4852381001,Cinema Hall
Cinepolis Cinema (Viviana M..,Mumbai,"Viviana Mall, Eastern Express Highway, Thane West, Thane - 400601, Near Jupiter Hospital, Laxmi Nagar",Nagar,67.258,401.228448,1682,6406376147,Cinema Hall
Carnival Cinemas (Huma Mall..,Mumbai,"Huma Mall, LBS Marg, Kanjurmarg West, Mumbai - 400078, Opposite Railway Station",,0.3796,352.0450997,684,9163609488,Cinema Hall
Movie Time Cinemas (The Hub..,Mumbai,"3rd Floor, The Hub Mall, Western Express Highway, Goregaon East, Mumbai - 400063, Near Nirlon Multiplex Complex",Nirlon Multiplex Complex,37.1977,544.8313481,792,121095511,Cinema Hall
Cinemax Cinemas (Wonder Mal..,Mumbai,"3rd Floor, Wonder Mall, Ghodbunder Road, Thane West, Thane - 400607, Near Kapurbawdi Naka",,27.9056,679.801432,857,722185807,Cinema Hall
Rassaz Cinema (Rassaz Shopp..,Mumbai,"2nd Floor, Rassaz Shopping Mall, Mira Road, Thane - 401107, Opposite Singapore Plaza, Evershine Nagar",Nagar,19.3036,8.431510082,1486,7974917185,Cinema Hall
Miraj Cinemas (Dattani Squa..,Mumbai,"Dattani Square Shopping Mall, Stella Road, Vasai West, Palghar - 401202, Near Papdy Talao and  D Mart, Besides Sai Service Papdy","and  D Mart, Besides Sai Service Papdy",17.9934,326.5186214,1306,7655731636,Cinema Hall
Balaji Movieplex,Mumbai,"Plot No 90, RS Regency Road, Kopar Khairane Sector 8, Navi Mumbai - 400709, Opposite Railway Station, McDonalds","Opposite Railway Station, McDonalds",54.0726,721.1628507,1569,7478462234,Cinema Hall
INOX Cinemas (Nakshatra Mal..,Mumbai,"2nd Floor, Nakshatra Mall, Ranade Road, Dadar West, Mumbai - 400028, Near Dadar Railway Station",Station,24.9013,515.0793614,1939,7336462786,Cinema Hall
Plaza Cinema,Mumbai,"Plot No: 2-12/B, NC Kelkar Road, Dadar West, Mumbai - 400028, Near Tilak Bridge, Opposite Veer Kotwal Udyan",Kotwall Udyan,68.8318,314.6050703,789,4505728955,Cinema Hall
INOX Cinemas (Raghuleela Ma..,Mumbai,"Raghuleela Mall, 3rd Floor, Vashi, Navi Mumbai - 400703, Opposite Vashi Railway Station",,82.4288,584.2625506,1373,4946729226,Cinema Hall
Cinepolis Cinema (Viviana M..,Mumbai,"Viviana Mall, Eastern Express Highway, Thane West, Thane - 400601, Near Jupiter Hospital, Laxmi Nagar",Nagar,15.3048,149.40216,1301,4778571988,Cinema Hall
Carnival Cinemas (Huma Mall..,Mumbai,"Huma Mall, LBS Marg, Kanjurmarg West, Mumbai - 400078, Opposite Railway Station",,3.596,387.9385933,1984,2304840168,Cinema Hall
Movie Time Cinemas (The Hub..,Mumbai,"3rd Floor, The Hub Mall, Western Express Highway, Goregaon East, Mumbai - 400063, Near Nirlon Multiplex Complex",Nirlon Multiplex Complex,13.0581,673.0464363,1348,4791083515,Cinema Hall
Cinemax Cinemas (Wonder Mal..,Mumbai,"3rd Floor, Wonder Mall, Ghodbunder Road, Thane West, Thane - 400607, Near Kapurbawdi Naka",,67.1712,328.5105069,1516,7123881756,Cinema Hall
Rassaz Cinema (Rassaz Shopp..,Mumbai,"2nd Floor, Rassaz Shopping Mall, Mira Road, Thane - 401107, Opposite Singapore Plaza, Evershine Nagar",Nagar,51.5236,151.8170792,970,976057912,Cinema Hall
Miraj Cinemas (Dattani Squa..,Mumbai,"Dattani Square Shopping Mall, Stella Road, Vasai West, Palghar - 401202, Near Papdy Talao and  D Mart, Besides Sai Service Papdy","and  D Mart, Besides Sai Service Papdy",60.0305,691.7765498,733,1773118087,Cinema Hall
Balaji Movieplex,Mumbai,"Plot No 90, RS Regency Road, Kopar Khairane Sector 8, Navi Mumbai - 400709, Opposite Railway Station, McDonalds","Opposite Railway Station, McDonalds",10.5222,458.1508069,1590,4200565428,Cinema Hall
INOX Cinemas (Nakshatra Mal..,Mumbai,"2nd Floor, Nakshatra Mall, Ranade Road, Dadar West, Mumbai - 400028, Near Dadar Railway Station",Station,95.0726,244.9140847,1491,3109302593,Cinema Hall
Plaza Cinema,Mumbai,"Plot No: 2-12/B, NC Kelkar Road, Dadar West, Mumbai - 400028, Near Tilak Bridge, Opposite Veer Kotwal Udyan",Kotwall Udyan,11.6908,538.6045397,1253,6792607787,Cinema Hall
INOX Cinemas (Neelyog Squar..,Mumbai,"2nd & 3rd Floor, Neelyog Square Mall, RB Mehta Road, Ghatkopar East, Mumbai - 400077, Opposite Railway Station, Patel Chowk","400077, Opposite Railway Station, Patel Chowk",88.9839,721.8803327,544,8089947397,Cinema Hall
Movie Time Cinemas,Mumbai,"Jagdamba Complex, Link Road, Evershine Nagar-malad West, Mumbai - 400064, Near Sai Palace Hotel",otel,10.887,402.8128938,965,677568307,Cinema Hall
INOX Cinemas (Korum Mall),Mumbai,"3rd Floor, Korum Mall, Mangal Pandey Road, Thane West, Thane - 400606, Near Cadbury Compound, Off Eastern Express Highway","Compound, Off Eastern Express Highway",25.8198,891.664477,1183,1459477237,Cinema Hall
Maxus Cinemas,Mumbai,"Big Bazar Express, Andheri Kurla Road, Andheri East, Mumbai - 400072, Near Sakinaka, Opposite Jarimari Bus Stop",Jarimari Bus Stop,65.7866,176.3226585,1659,2483161102,Cinema Hall
Carnival Cinemas (Dreams Th..,Mumbai,"3rd Floor, Dreams The Mall, Evershine City-vasai East, Palghar - 401208, Besides Holy Family School, Kuldip Singh Nagar","Family School, Kuldip Singh Nagar",39.1026,618.9307615,849,2628063102,Cinema Hall
PVR Cinemas (Citi Mall),Mumbai,"Citi Mall, New Link Road, Andheri West, Mumbai - 400053, Near Crystal Plaza Building, Survey No 41, Village Oshiwara",,19.5336,158.2633274,1896,7624807100,Cinema Hall
Cinepolis Cinema (Neptune M..,Mumbai,"Neptune Magnet Mall, 3rd Floor, Neptune Living Point, Lal Bahadur Shastri Road, Bhandup West, Mumbai - 400078, Beside Magatram Petrol Pump","West, Mumbai - 400078, Beside Magatram Petrol Pump",98.491,776.0409002,996,4044940182,Cinema Hall
Cinemax Cinemas (Eternity M..,Mumbai,"Eternity Mall, LBS Marg, Thane West, Thane - 400601, Near Teen Haath Naka, Eastern Express Highway",Express Highway,11.2328,568.0091915,1660,9400722033,Cinema Hall
PVR Cinemas,Mumbai,"S V Road, Goregaon West, Mumbai - 400062, Near Goregaon Police Station, Brihan Mumbai Sahakari",ari,54.3132,693.7522404,1423,8953573032,Cinema Hall
Cinepolis Cinema (K Star Ma..,Mumbai,"4th Floor, K Star Mall, VN Purav Road, Chembur East, Mumbai - 400071, Near Diamond Garden",Diamond Garden,85.3106,90.27197208,1831,4574087288,Cinema Hall
Cinepolis Cinema (Neptune M..,Mumbai,"Neptune Magnet Mall, 3rd Floor, Neptune Living Point, Lal Bahadur Shastri Road, Bhandup West, Mumbai - 400078, Beside Magatram Petrol Pump","West, Mumbai - 400078, Beside Magatram Petrol Pump",25.7246,869.9044159,519,4483173196,Cinema Hall
Cinemax Cinemas (Eternity M..,Mumbai,"Eternity Mall, LBS Marg, Thane West, Thane - 400601, Near Teen Haath Naka, Eastern Express Highway",Express Highway,72.5854,975.0391465,1737,3566774187,Cinema Hall
PVR Cinemas,Mumbai,"S V Road, Goregaon West, Mumbai - 400062, Near Goregaon Police Station, Brihan Mumbai Sahakari",ari,27.1122,199.3163626,728,9995224881,Cinema Hall
Cinepolis Cinema (K Star Ma..,Mumbai,"4th Floor, K Star Mall, VN Purav Road, Chembur East, Mumbai - 400071, Near Diamond Garden",Diamond Garden,52.9727,886.5946359,1390,4302891368,Cinema Hall
PVR Cinemas (Orion Mall),Bangalore,"Orion Mall, 3rd Floor, Brigade Gateway, Malleswaram, Bangalore - 560003, Near Mysore Sandal Soap Factory",Factory,72.9149,870.1321487,1924,8463635967,Cinema Hall
PVR Cinemas (The Forum Mall..,Bangalore,"No.21/22, The Forum Mall, Adugodi Main Road, Koramangala, Bangalore - 560095",Koramangala 560095,58.4385,595.1598446,1980,8531447782,Cinema Hall
Innovative Multiplex,Bangalore,"No.135, Outer Ring Road, Marathahalli, Bangalore - 560037",,50.4637,349.5196814,972,1522231286,Cinema Hall
INOX Cinemas,Bangalore,"No.1, 3rd Floor, Mantri Square Mall, Malleswaram, Bangalore - 560003, Near Sampige Road",Sampigege Road,91.0239,204.7572234,641,5779492628,Cinema Hall
Urvashi Theatre,Bangalore,"No. 40, Lalbagh Main Road, Siddaiah Road, Bangalore - 560027, Near MTR Hotel",,49.0652,103.5036036,1105,8935900000,Cinema Hall
Cinepolis Cinemas,Bangalore,"Royal Meenakshi Mall, Bannerghatta Road, Bangalore - 560076, Opposite Meenakshi Temple",,57.5342,644.7537585,1004,8997256994,Cinema Hall
Gopalan Cinemas,Bangalore,"3rd Floor, Gopalan Arcade Mall, Mysore Road, Rajarajeshwari Nagar, Bangalore - 560098, Near Metro Station",Station,59.4919,86.37103212,752,6275763880,Cinema Hall
Carnival Cinemas,Bangalore,"No.8, Rockline Mall, Majestic Service Road, T Dasarahalli, Bangalore - 560057, Near Jalahalli Cross",Cross,77.9558,774.2719281,731,6735921942,Cinema Hall
INOX Cinemas (Lido Shopping..,Bangalore,"Lido Mall, 2nd Floor, Swami Vivekananda Road, Ulsoor, Bangalore - 560008, Next to Hyatt Bangalore",Bangalore,70.2792,110.3350993,1687,542402576,Cinema Hall
Cauvery Theatre,Bangalore,"No. 8/1, Sankey Road, Bangalore - 560020, Near HP Petrol Bunk",Petrolol Bunk,76.2683,455.0183499,1385,7812140588,Cinema Hall
INOX Cinemas (Sri Garuda Sw..,Bangalore,"Shree Garuda Swagath Mall, 30th Cross, Tilaknagar Main Road, Jayanagar 4th Block East, Bangalore - 560011, Opposite to Tilaknagar Police Station","Bangalore - 560011, Opposite to Tilaknagar Police Station",92.5922,804.8387023,1763,6935233535,Cinema Hall
Lakshmi Theatre,Bangalore,"No.104/1, Tavarekere Road, Bangalore - 560081, Next to Balaji Theatre",BalajiTheatre,34.6357,508.2289196,1340,1135339209,Cinema Hall
Gopalan Cinemas (Gopalan In..,Bangalore,"3rd Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore - 560076, Near Jayadeva Hospital",spital,71.9536,847.3102198,1746,5946899596,Cinema Hall
Navarang Theatre,Bangalore,"80 Feet Road, Dr Rajkumar Road, Rajajinagar 2nd Block, Bangalore - 560010",Block 560010,56.1193,42.00935181,547,1234965894,Cinema Hall
INOX Cinemas (Garuda Shoppi..,Bangalore,"C/O Inox Leisure Ltd, 4th Floor, Garuda Mall, Magrath Road, Bangalore - 560025",,61.8514,282.513572,977,253951923,Cinema Hall
INOX Cinemas,Bangalore,"No. 62, 2nd Floor, The Forum Neighbourhood Mall, Whitefield Main Road, Bangalore - 560066, Opposite Maruti Suzuki Showroom",Opposite Maruti Suzuki Showroom,43.2928,482.3271154,1468,321543234,Cinema Hall
Gopalan Cinemas (Gopalan Le..,Bangalore,"No.148, Gopalan Legacy Mall, 3rd Floor, Sirsi Circle Road, Mysore Road, Bangalore - 560026, Near Satellite Bus Stop",Busus Stop,74.1169,327.7779714,914,9697200657,Cinema Hall
Gopalan Cinemas (Gopalan Gr..,Bangalore,"2nd Floor, Gopalan Grand Mall, Nagavarapalya, Bangalore - 560093, Above More Supermarket",,72.7755,593.8187926,805,669979864,Cinema Hall
Gopalan Cinemas,Bangalore,"No.261/4, Nagavarapalya Main Road, C V Raman Nagar, Bangalore - 560093",Nagar 560093,74.9439,296.4514488,1830,3113977625,Cinema Hall
INOX Cinemas (Central Mall),Bangalore,"Central Mall, 5th Floor, 45th Cross, Jp Nagar 2nd Phase, Bangalore - 560078",,56.133,482.9155589,875,4415987701,Cinema Hall
INOX Cinemas (Sri Garuda Sw..,Bangalore,"Shree Garuda Swagath Mall, 30th Cross, Tilaknagar Main Road, Jayanagar 4th Block East, Bangalore - 560011, Opposite to Tilaknagar Police Station","Bangalore - 560011, Opposite to Tilaknagar Police Station",0.6237,219.9316189,884,7590799357,Cinema Hall
Lakshmi Theatre,Bangalore,"No.104/1, Tavarekere Road, Bangalore - 560081, Next to Balaji Theatre",BalajiTheatre,86.027,716.4133518,527,8041554220,Cinema Hall
Gopalan Cinemas (Gopalan In..,Bangalore,"3rd Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore - 560076, Near Jayadeva Hospital",spital,0.0372,518.2068384,1675,6664887828,Cinema Hall
Navarang Theatre,Bangalore,"80 Feet Road, Dr Rajkumar Road, Rajajinagar 2nd Block, Bangalore - 560010",Block 560010,9.8061,564.2656043,1392,1345476288,Cinema Hall
INOX Cinemas (Garuda Shoppi..,Bangalore,"C/O Inox Leisure Ltd, 4th Floor, Garuda Mall, Magrath Road, Bangalore - 560025",,93.1866,479.2867938,1548,8328174313,Cinema Hall
INOX Cinemas,Bangalore,"No. 62, 2nd Floor, The Forum Neighbourhood Mall, Whitefield Main Road, Bangalore - 560066, Opposite Maruti Suzuki Showroom",Opposite Maruti Suzuki Showroom,11.4461,793.9621846,779,8753735500,Cinema Hall
Gopalan Cinemas (Gopalan Le..,Bangalore,"No.148, Gopalan Legacy Mall, 3rd Floor, Sirsi Circle Road, Mysore Road, Bangalore - 560026, Near Satellite Bus Stop",Busus Stop,5.5997,37.99676799,735,9198758866,Cinema Hall
Gopalan Cinemas (Gopalan Gr..,Bangalore,"2nd Floor, Gopalan Grand Mall, Nagavarapalya, Bangalore - 560093, Above More Supermarket",,94.5446,530.2781933,1730,5936320573,Cinema Hall
Gopalan Cinemas,Bangalore,"No.261/4, Nagavarapalya Main Road, C V Raman Nagar, Bangalore - 560093",Nagar 560093,43.0959,752.5020461,824,8620704353,Cinema Hall
INOX Cinemas (Central Mall),Bangalore,"Central Mall, 5th Floor, 45th Cross, Jp Nagar 2nd Phase, Bangalore - 560078",,0.5026,246.0649549,1112,9342329084,Cinema Hall
Cinepolis Cinemas (Eta Mall..,Bangalore,"No.42, Eta Namma Mall, 3rd Floor, Tank Bund Road, Kempapura Agrahara, Binnypete, Bangalore - 560026, Opp. Banana Market",Banana Market,37.0756,809.9960295,1777,3344732904,Cinema Hall
The Cinema (Gt World Mall),Bangalore,"No.92, Gt World Mall, Tollgate Road, Magadi Road, Bangalore - 560023, Next to Prasanna Theatre",Prasanna Theatre,36.8043,27.0567422,1591,2878819925,Cinema Hall
Vaibhav Theatre,Bangalore,"No.68/5, Rajmahal Vilas, Sanjay Nagar, Bangalore - 560094, Near Police Station,RMV Extension, 2nd Stage","Extension, 2nd Stage",58.5021,432.9567098,1017,9408799368,Cinema Hall
Fun Cinemas,Bangalore,"4th Floor, Grand Sigma Mall, Cunningham Road, Bangalore - 560052, Next to Fortis Hospital",,83.6946,506.1179771,1155,3901012390,Cinema Hall
Hmt Cinema,Bangalore,"Hmt Complex, Jalahalli Village, Bangalore - 560013, Near Kamath Hotel & Police Station",,83.1938,987.5339229,1896,5872199061,Cinema Hall
PVR Cinemas (Vr Bengaluru M..,Bangalore,"No.408, 3rd Floor, VR Bengaluru Mall, 3rd Cross, Whitefield Main Road, Mahadevapura, Bangalore - 560048, Near Phoenix Market City","Bangalore - 560048, Near Phoenix Market City",48.0272,335.0255634,1435,2967657842,Cinema Hall
Manasa Theatre,Bangalore,"No. 21/5/A, Vasantapura Road, Konanakunte, Bangalore - 560062, Near Yelachenahalli Metro Station",ation,50.8611,923.4917718,1602,3345761441,Cinema Hall
Sandhya Digital Theatre 4k,Bangalore,"No. 58, Chikka Madivala, Btm Layout 1st Stage, Bangalore - 560068",Stage 560068,19.5332,187.491741,1323,6625588420,Cinema Hall
PVR Cinemas (Elements Mall),Bangalore,"Sy No.132 P, Msr Regaliaa Elements Mall, 5th Floor, 100 Feet Wide, Thanisandra Main Road, Nagawara, Bangalore - 560045, Behind Manyata Tech Park","Thanisandra Main Road, Nagawara, Bangalore - 560045, Behind Manyata Tech Park",68.1963,574.5252255,1512,2498809837,Cinema Hall
Mukunda Theatre,Bangalore,"No.30, Banasawadi Main Road, Maruthi Sevanagar, Bangalore - 560033, Near Ramaswamipalya",,82.1958,834.711348,1469,9258321954,Cinema Hall
Cinepolis Cinemas (Eta Mall..,Bangalore,"No.42, Eta Namma Mall, 3rd Floor, Tank Bund Road, Kempapura Agrahara, Binnypete, Bangalore - 560026, Opp. Banana Market",Banana Market,59.5397,768.0252304,1311,6501705357,Cinema Hall
The Cinema (Gt World Mall),Bangalore,"No.92, Gt World Mall, Tollgate Road, Magadi Road, Bangalore - 560023, Next to Prasanna Theatre",Prasanna Theatre,5.1959,171.0942947,537,5455020415,Cinema Hall
Vaibhav Theatre,Bangalore,"No.68/5, Rajmahal Vilas, Sanjay Nagar, Bangalore - 560094, Near Police Station,RMV Extension, 2nd Stage","Extension, 2nd Stage",12.9047,148.5439372,1965,1076826552,Cinema Hall
Fun Cinemas,Bangalore,"4th Floor, Grand Sigma Mall, Cunningham Road, Bangalore - 560052, Next to Fortis Hospital",,3.576,6.003578956,1212,7647226626,Cinema Hall
Hmt Cinema,Bangalore,"Hmt Complex, Jalahalli Village, Bangalore - 560013, Near Kamath Hotel & Police Station",,62.4091,165.9062454,856,1103311916,Cinema Hall
PVR Cinemas (Vr Bengaluru M..,Bangalore,"No.408, 3rd Floor, VR Bengaluru Mall, 3rd Cross, Whitefield Main Road, Mahadevapura, Bangalore - 560048, Near Phoenix Market City","Bangalore - 560048, Near Phoenix Market City",84.3416,463.7555387,813,9270464977,Cinema Hall
Manasa Theatre,Bangalore,"No. 21/5/A, Vasantapura Road, Konanakunte, Bangalore - 560062, Near Yelachenahalli Metro Station",ation,84.9933,863.1962697,886,9030361341,Cinema Hall
Sandhya Digital Theatre 4k,Bangalore,"No. 58, Chikka Madivala, Btm Layout 1st Stage, Bangalore - 560068",Stage 560068,51.5533,19.6126532,1042,1428368600,Cinema Hall
PVR Cinemas (Elements Mall),Bangalore,"Sy No.132 P, Msr Regaliaa Elements Mall, 5th Floor, 100 Feet Wide, Thanisandra Main Road, Nagawara, Bangalore - 560045, Behind Manyata Tech Park","Thanisandra Main Road, Nagawara, Bangalore - 560045, Behind Manyata Tech Park",38.1632,588.7600913,1885,2101700033,Cinema Hall
Mukunda Theatre,Bangalore,"No.30, Banasawadi Main Road, Maruthi Sevanagar, Bangalore - 560033, Near Ramaswamipalya",,95.6832,52.60680197,808,4844409466,Cinema Hall
Thulasi Theatre,Bangalore,"No.45/2, Varthur Main Road, Marathahalli, Bangalore - 560037, Near Brand Factory",BrandFactory,12.834,501.7488899,1901,6020044314,Cinema Hall
Veeresh Cinema,Bangalore,"No.13/1,13/2, Magadi Main Road-vijaynagar, Bangalore - 560040, Near Agrahara Dasarahalli, Govindaraja Nagar",,8.7067,611.3339236,1621,110887744,Cinema Hall
Sri Radhakrishna Theatre,Bangalore,"No. 25, 1st Main, Mattadahalli Main Road, Rt Nagar, Bangalore - 560032, Behind TV Tower",Tower,20.8346,438.5104149,1517,7783615200,Cinema Hall
Srinivasa Theatre,Bangalore,"1st Main, 8th Cross, S G Palya, Btm Layout 1st Stage, Bangalore - 560029, Near Ghosha College",Near Ghosha College,91.2612,737.4137189,1929,1720024520,Cinema Hall
Sri Eshwari Theatre,Bangalore,"No.43/2, Eshwari Complex, 100 Feet Road, Banashankari 3rd Stage, Bangalore - 560085, Next to Kamakya Theatre",Next to Kamakya Theatre,37.0154,800.5864378,1868,273951703,Cinema Hall
Anjan Theatre,Bangalore,"No.41/45, 10th Cross, Magadi Road, Bangalore - 560023, Near Venkateshwara Textiles,Maruthi Suzuki Showroom",,9.6752,83.77471862,1380,9983064674,Cinema Hall
Siddalingeshwara Theatre,Bangalore,"18th Cross, 31st Main, Jp Nagar 6th Phase, Bangalore - 560078, MG Layout",,30.7708,999.1483367,1620,1309068154,Cinema Hall
Veeresh Cinemas Screen 2,Bangalore,"No.13/1 & 13/2, Agrahara Dasarahalli, Govindaraja Nagar, Magadi Main Road-vijaynagar, Bangalore - 560040",lore,90.1114,227.3122587,1637,2971276317,Cinema Hall
Cinepolis Cinemas (Orion Ea..,Bangalore,"No.10/34, 4th Floor, Orion East Mall, Banaswadi Main Road, Maruthi Sevanagar, Bangalore - 560033",Bangalore - 560033,74.1104,45.67849267,958,2639836211,Cinema Hall
Kamakya Theatre,Bangalore,"No.43/2, Kamakya Complex, 1st Cross, 5th Block, 100 Feet Road, Banashankari 3rd Stage, Bangalore - 560085, Near Devegowda Petrol Bunk","3rd Stage, Bangalore - 560085, Near Devegowda Petrol Bunk",83.195,768.3971731,1256,6992418317,Cinema Hall
Siddalingeshwara Theatre,Bangalore,"18th Cross, 31st Main, Jp Nagar 6th Phase, Bangalore - 560078, MG Layout",,17.0605,725.5933499,1729,8551446461,Cinema Hall
Veeresh Cinemas Screen 2,Bangalore,"No.13/1 & 13/2, Agrahara Dasarahalli, Govindaraja Nagar, Magadi Main Road-vijaynagar, Bangalore - 560040",lore,99.3217,569.3114934,511,3345125272,Cinema Hall
Cinepolis Cinemas (Orion Ea..,Bangalore,"No.10/34, 4th Floor, Orion East Mall, Banaswadi Main Road, Maruthi Sevanagar, Bangalore - 560033",Bangalore - 560033,21.2484,504.0642821,619,6575309257,Cinema Hall
Kamakya Theatre,Bangalore,"No.43/2, Kamakya Complex, 1st Cross, 5th Block, 100 Feet Road, Banashankari 3rd Stage, Bangalore - 560085, Near Devegowda Petrol Bunk","3rd Stage, Bangalore - 560085, Near Devegowda Petrol Bunk",3.713,437.1778222,1349,8129670565,Cinema Hall
Sri Manjunatha Electricals,Bangalore,"No 17, Kothnoor Dinnee, Kothnoor Dinne, Bangalore - 560076, Near Ganesh Temple",,68.3795,441.373825,1328,8113892512,Electrician
Prv Electricals,Bangalore,"No 62 1st Cross, Nanjamma Layout, Krishnarajapuram, Bangalore - 560036, Near Nalapaka Hotel",Ganesh Temple,8.7981,886.9198212,1696,1713891644,Electrician
Innovate Wiin Electricals,Bangalore,"No 32, 1st Cross,Ashwini Layout, Krishnarajapuram, Bangalore - 560036, Near RTO",RTO,87.6416,252.0041104,824,8692483040,Electrician
Byraveshwara Electricals,Bangalore,"No. 89, 7th Cross, 15th Main Road, Kurubarahalli, Bangalore - 560086, Near Kurubarahalli Bust Stop,",Kurubarahalli Bust Stop,36.6289,146.1079823,1802,8580737252,Electrician
Sri Renuka Devi Electrical,Bangalore,"No 115/2, 6th Cross,Vinayaka Layout, Kengeri, Bangalore - 560060, Near Ganesha Temple",,84.8463,103.8464631,1377,1928402493,Electrician
Excel Services,Bangalore,"No.61/3 A,Ramanna Compound, Nagashettyhalli,1st Main, UAS Layout, Sanjay Nagar, Bangalore - 560094, Near Ayyappa Bakery","Bangalore - 560094, Near Ayyappa Bakery",76.3344,49.82314418,1061,7202859610,Electrician
Lakshmi Enterprises,Bangalore,"VINAYAKA CIRCLE, Palace Guttahalli, Bangalore - 560003, Near MUNESHWARA TEMPLE",,2.1075,196.5801414,1174,2950763044,Electrician
Balaji Electrical,Bangalore,"No.2, Krishna Reddy Layout, Arekere Village, Bangalore - 560076, Next to Govt Hospital",,16.7932,594.3658021,589,7077625900,Electrician
St Marys Electricals,Bangalore,"Building -173 ,7th Cross Naganapallaya, Patelnanjundappa Road, Kammanahalli, Bangalore - 560043, Near Munkuda Theatre",MunkudaTheatre,60.3653,664.7660663,591,1917940294,Electrician
